"region","mission_name","station","event_id","sample_id","year","month","day","date","season","time","longitude","latitude","depth","parameter_name","method","data_value"
"CLS","95016, JGOFS_1995","15","95016087","162387",1995,7,12,1995-07-12,"Summer","643",-51.79,57.38,24,"Chlorophyll A","Chl_a",0
"CLS","95016, JGOFS_1995","15","95016087","162388",1995,7,12,1995-07-12,"Summer","643",-51.79,57.38,20,"Chlorophyll A","Chl_a",4.73
"CLS","95016, JGOFS_1995","15","95016087","162389",1995,7,12,1995-07-12,"Summer","643",-51.79,57.38,14,"Chlorophyll A","Chl_a",4.43
"CLS","95016, JGOFS_1995","15","95016087","162390",1995,7,12,1995-07-12,"Summer","643",-51.79,57.38,9,"Chlorophyll A","Chl_a",4.53
"CLS","95016, JGOFS_1995","15","95016087","162391",1995,7,12,1995-07-12,"Summer","643",-51.79,57.38,5,"Chlorophyll A","Chl_a",4.01
"CLS","95016, JGOFS_1995","16","95016098","162392",1995,7,12,1995-07-12,"Summer","1749",-50.9,58.21,3262,"Chlorophyll A","Chl_a",0.04
"CLS","95016, JGOFS_1995","16","95016098","162393",1995,7,12,1995-07-12,"Summer","1749",-50.9,58.21,2868,"Chlorophyll A","Chl_a",0.05
"CLS","95016, JGOFS_1995","16","95016098","162394",1995,7,12,1995-07-12,"Summer","1749",-50.9,58.21,2335,"Chlorophyll A","Chl_a",0.06
"CLS","95016, JGOFS_1995","16","95016098","162395",1995,7,12,1995-07-12,"Summer","1749",-50.9,58.21,1811,"Chlorophyll A","Chl_a",0.05
"CLS","95016, JGOFS_1995","16","95016098","162396",1995,7,12,1995-07-12,"Summer","1749",-50.9,58.21,1361,"Chlorophyll A","Chl_a",0.03
"CLS","95016, JGOFS_1995","16","95016098","162397",1995,7,12,1995-07-12,"Summer","1749",-50.9,58.21,897,"Chlorophyll A","Chl_a",0.06
"CLS","95016, JGOFS_1995","16","95016098","162398",1995,7,12,1995-07-12,"Summer","1749",-50.9,58.21,424,"Chlorophyll A","Chl_a",0.05
"CLS","95016, JGOFS_1995","16","95016098","162399",1995,7,12,1995-07-12,"Summer","1749",-50.9,58.21,228,"Chlorophyll A","Chl_a",0
"CLS","95016, JGOFS_1995","16","95016098","162400",1995,7,12,1995-07-12,"Summer","1749",-50.9,58.21,138,"Chlorophyll A","Chl_a",0.08
"CLS","95016, JGOFS_1995","16","95016098","162401",1995,7,12,1995-07-12,"Summer","1749",-50.9,58.21,96,"Chlorophyll A","Chl_a",0.12
"CLS","95016, JGOFS_1995","16","95016098","162402",1995,7,12,1995-07-12,"Summer","1749",-50.9,58.21,79,"Chlorophyll A","Chl_a",0.25
"CLS","95016, JGOFS_1995","16","95016098","162403",1995,7,12,1995-07-12,"Summer","1749",-50.9,58.21,65,"Chlorophyll A","Chl_a",0.79
"CLS","95016, JGOFS_1995","16","95016098","162404",1995,7,12,1995-07-12,"Summer","1749",-50.9,58.21,57,"Chlorophyll A","Chl_a",1.27
"CLS","95016, JGOFS_1995","16","95016098","162405",1995,7,12,1995-07-12,"Summer","1749",-50.9,58.21,47,"Chlorophyll A","Chl_a",0.78
"CLS","95016, JGOFS_1995","16","95016098","162406",1995,7,12,1995-07-12,"Summer","1749",-50.9,58.21,36,"Chlorophyll A","Chl_a",3.12
"CLS","95016, JGOFS_1995","16","95016098","162407",1995,7,12,1995-07-12,"Summer","1749",-50.9,58.21,32,"Chlorophyll A","Chl_a",3.13
"CLS","95016, JGOFS_1995","16","95016098","162408",1995,7,12,1995-07-12,"Summer","1749",-50.9,58.21,27,"Chlorophyll A","Chl_a",3.99
"CLS","95016, JGOFS_1995","16","95016098","162409",1995,7,12,1995-07-12,"Summer","1749",-50.9,58.21,21,"Chlorophyll A","Chl_a",4
"CLS","95016, JGOFS_1995","16","95016098","162410",1995,7,12,1995-07-12,"Summer","1749",-50.9,58.21,16,"Chlorophyll A","Chl_a",4.04
"CLS","95016, JGOFS_1995","16","95016098","162411",1995,7,12,1995-07-12,"Summer","1749",-50.9,58.21,12,"Chlorophyll A","Chl_a",3.83
"CLS","95016, JGOFS_1995","16","95016098","162412",1995,7,12,1995-07-12,"Summer","1749",-50.9,58.21,8,"Chlorophyll A","Chl_a",4.25
"CLS","95016, JGOFS_1995","17","95016103","162414",1995,7,12,1995-07-12,"Summer","203",-49.96,59.05,203,"Chlorophyll A","Chl_a",0.09
"CLS","95016, JGOFS_1995","17","95016103","162415",1995,7,12,1995-07-12,"Summer","203",-49.96,59.05,154,"Chlorophyll A","Chl_a",0.07
"CLS","95016, JGOFS_1995","17","95016103","162416",1995,7,12,1995-07-12,"Summer","203",-49.96,59.05,123,"Chlorophyll A","Chl_a",0.1
"CLS","95016, JGOFS_1995","17","95016103","162417",1995,7,12,1995-07-12,"Summer","203",-49.96,59.05,103,"Chlorophyll A","Chl_a",0.13
"CLS","95016, JGOFS_1995","17","95016103","162418",1995,7,12,1995-07-12,"Summer","203",-49.96,59.05,94,"Chlorophyll A","Chl_a",0.1
"CLS","95016, JGOFS_1995","17","95016103","162419",1995,7,12,1995-07-12,"Summer","203",-49.96,59.05,85,"Chlorophyll A","Chl_a",0.09
"CLS","95016, JGOFS_1995","17","95016103","162420",1995,7,12,1995-07-12,"Summer","203",-49.96,59.05,72,"Chlorophyll A","Chl_a",0.1
"CLS","95016, JGOFS_1995","17","95016103","162421",1995,7,12,1995-07-12,"Summer","203",-49.96,59.05,62,"Chlorophyll A","Chl_a",0.23
"CLS","95016, JGOFS_1995","17","95016103","162422",1995,7,12,1995-07-12,"Summer","203",-49.96,59.05,52,"Chlorophyll A","Chl_a",1.72
"CLS","95016, JGOFS_1995","17","95016103","162423",1995,7,12,1995-07-12,"Summer","203",-49.96,59.05,42,"Chlorophyll A","Chl_a",2.24
"CLS","95016, JGOFS_1995","17","95016103","162424",1995,7,12,1995-07-12,"Summer","203",-49.96,59.05,38,"Chlorophyll A","Chl_a",2.53
"CLS","95016, JGOFS_1995","17","95016103","162425",1995,7,12,1995-07-12,"Summer","203",-49.96,59.05,33,"Chlorophyll A","Chl_a",2.87
"CLS","95016, JGOFS_1995","17","95016103","162426",1995,7,12,1995-07-12,"Summer","203",-49.96,59.05,28,"Chlorophyll A","Chl_a",2.79
"CLS","95016, JGOFS_1995","17","95016103","162427",1995,7,12,1995-07-12,"Summer","203",-49.96,59.05,23,"Chlorophyll A","Chl_a",0
"CLS","95016, JGOFS_1995","17","95016103","162428",1995,7,12,1995-07-12,"Summer","203",-49.96,59.05,17,"Chlorophyll A","Chl_a",2.84
"CLS","95016, JGOFS_1995","17","95016103","162429",1995,7,12,1995-07-12,"Summer","203",-49.96,59.05,12,"Chlorophyll A","Chl_a",2.93
"CLS","95016, JGOFS_1995","17","95016103","162430",1995,7,12,1995-07-12,"Summer","203",-49.96,59.05,7,"Chlorophyll A","Chl_a",2.95
"CLS","95016, JGOFS_1995","17","95016103","162431",1995,7,12,1995-07-12,"Summer","203",-49.96,59.05,4,"Chlorophyll A","Chl_a",3.09
"CLS","95016, JGOFS_1995","18","95016105","160443",1995,7,13,1995-07-13,"Summer","851",-49.19,59.75,10,"Chlorophyll A","Chl_a",3.61
"CLS","95016, JGOFS_1995","18","95016105","160444",1995,7,13,1995-07-13,"Summer","851",-49.19,59.75,30,"Chlorophyll A","Chl_a",3.41
"CLS","95016, JGOFS_1995","18","95016105","162432",1995,7,13,1995-07-13,"Summer","851",-49.19,59.75,3243,"Chlorophyll A","Chl_a",0.06
"CLS","95016, JGOFS_1995","18","95016105","162433",1995,7,13,1995-07-13,"Summer","851",-49.19,59.75,2983,"Chlorophyll A","Chl_a",0.03
"CLS","95016, JGOFS_1995","18","95016105","162434",1995,7,13,1995-07-13,"Summer","851",-49.19,59.75,2471,"Chlorophyll A","Chl_a",0.03
"CLS","95016, JGOFS_1995","18","95016105","162435",1995,7,13,1995-07-13,"Summer","851",-49.19,59.75,1985,"Chlorophyll A","Chl_a",0.02
"CLS","95016, JGOFS_1995","18","95016105","162436",1995,7,13,1995-07-13,"Summer","851",-49.19,59.75,1471,"Chlorophyll A","Chl_a",0.03
"CLS","95016, JGOFS_1995","18","95016105","162437",1995,7,13,1995-07-13,"Summer","851",-49.19,59.75,963,"Chlorophyll A","Chl_a",0.02
"CLS","95016, JGOFS_1995","18","95016105","162438",1995,7,13,1995-07-13,"Summer","851",-49.19,59.75,492,"Chlorophyll A","Chl_a",0.03
"CLS","95016, JGOFS_1995","18","95016105","162439",1995,7,13,1995-07-13,"Summer","851",-49.19,59.75,257,"Chlorophyll A","Chl_a",0.04
"CLS","95016, JGOFS_1995","18","95016105","162440",1995,7,13,1995-07-13,"Summer","851",-49.19,59.75,154,"Chlorophyll A","Chl_a",0.05
"CLS","95016, JGOFS_1995","18","95016105","162441",1995,7,13,1995-07-13,"Summer","851",-49.19,59.75,103,"Chlorophyll A","Chl_a",0.07
"CLS","95016, JGOFS_1995","18","95016105","162442",1995,7,13,1995-07-13,"Summer","851",-49.19,59.75,79,"Chlorophyll A","Chl_a",0.11
"CLS","95016, JGOFS_1995","18","95016105","162443",1995,7,13,1995-07-13,"Summer","851",-49.19,59.75,65,"Chlorophyll A","Chl_a",0.25
"CLS","95016, JGOFS_1995","18","95016105","162444",1995,7,13,1995-07-13,"Summer","851",-49.19,59.75,55,"Chlorophyll A","Chl_a",2.14
"CLS","95016, JGOFS_1995","18","95016105","162445",1995,7,13,1995-07-13,"Summer","851",-49.19,59.75,45,"Chlorophyll A","Chl_a",2.55
"CLS","95016, JGOFS_1995","18","95016105","162446",1995,7,13,1995-07-13,"Summer","851",-49.19,59.75,36,"Chlorophyll A","Chl_a",2.84
"CLS","95016, JGOFS_1995","18","95016105","162447",1995,7,13,1995-07-13,"Summer","851",-49.19,59.75,31,"Chlorophyll A","Chl_a",2.78
"CLS","95016, JGOFS_1995","18","95016105","162448",1995,7,13,1995-07-13,"Summer","851",-49.19,59.75,26,"Chlorophyll A","Chl_a",2.95
"CLS","95016, JGOFS_1995","18","95016105","162449",1995,7,13,1995-07-13,"Summer","851",-49.19,59.75,21,"Chlorophyll A","Chl_a",2.9
"CLS","95016, JGOFS_1995","18","95016105","162450",1995,7,13,1995-07-13,"Summer","851",-49.19,59.75,16,"Chlorophyll A","Chl_a",3.14
"CLS","95016, JGOFS_1995","18","95016105","162451",1995,7,13,1995-07-13,"Summer","851",-49.19,59.75,12,"Chlorophyll A","Chl_a",3.28
"CLS","95016, JGOFS_1995","18","95016105","162452",1995,7,13,1995-07-13,"Summer","851",-49.19,59.75,7,"Chlorophyll A","Chl_a",3.34
"CLS","96006","S32/6","96006110","161498",1996,5,20,1996-05-20,"Spring","1025",-53.38883,55.84749,100,"Chlorophyll A","Chl_a",0.07
"CLS","96006","S32/6","96006110","161499",1996,5,20,1996-05-20,"Spring","1025",-53.38883,55.84749,90,"Chlorophyll A","Chl_a",0.07
"CLS","96006","S32/6","96006110","161500",1996,5,20,1996-05-20,"Spring","1025",-53.38883,55.84749,80,"Chlorophyll A","Chl_a",0.07
"CLS","96006","S32/6","96006110","161501",1996,5,20,1996-05-20,"Spring","1025",-53.38883,55.84749,70,"Chlorophyll A","Chl_a",0.1
"CLS","96006","S32/6","96006110","161502",1996,5,20,1996-05-20,"Spring","1025",-53.38883,55.84749,60,"Chlorophyll A","Chl_a",0.24
"CLS","96006","S32/6","96006110","161503",1996,5,20,1996-05-20,"Spring","1025",-53.38883,55.84749,50,"Chlorophyll A","Chl_a",0.18
"CLS","96006","S32/6","96006110","161505",1996,5,20,1996-05-20,"Spring","1025",-53.38883,55.84749,30,"Chlorophyll A","Chl_a",1.46
"CLS","96006","S32/6","96006110","161508",1996,5,20,1996-05-20,"Spring","1025",-53.38883,55.84749,1,"Chlorophyll A","Chl_a",6.44
"CLS","96006","S33/4","96006114","161514",1996,5,20,1996-05-20,"Spring","1630",-53.1295,56.11983,100,"Chlorophyll A","Chl_a",0.11
"CLS","96006","S33/4","96006114","161515",1996,5,20,1996-05-20,"Spring","1630",-53.1295,56.11983,90,"Chlorophyll A","Chl_a",0.12
"CLS","96006","S33/4","96006114","161516",1996,5,20,1996-05-20,"Spring","1630",-53.1295,56.11983,80,"Chlorophyll A","Chl_a",0.15
"CLS","96006","S33/4","96006114","161517",1996,5,20,1996-05-20,"Spring","1630",-53.1295,56.11983,70,"Chlorophyll A","Chl_a",0.15
"CLS","96006","S33/4","96006114","161518",1996,5,20,1996-05-20,"Spring","1630",-53.1295,56.11983,60,"Chlorophyll A","Chl_a",0.2
"CLS","96006","S33/4","96006114","161519",1996,5,20,1996-05-20,"Spring","1630",-53.1295,56.11983,50,"Chlorophyll A","Chl_a",0.39
"CLS","96006","S33/4","96006114","161520",1996,5,20,1996-05-20,"Spring","1630",-53.1295,56.11983,40,"Chlorophyll A","Chl_a",2.18
"CLS","96006","S33/4","96006114","161522",1996,5,20,1996-05-20,"Spring","1630",-53.1295,56.11983,20,"Chlorophyll A","Chl_a",2.2
"CLS","96006","S33/4","96006114","161523",1996,5,20,1996-05-20,"Spring","1630",-53.1295,56.11983,10,"Chlorophyll A","Chl_a",2.55
"CLS","96006","S33/4","96006114","161524",1996,5,20,1996-05-20,"Spring","1630",-53.1295,56.11983,0,"Chlorophyll A","Chl_a",2.38
"CLS","96006","S37/1","96006122","161526",1996,5,22,1996-05-22,"Spring","650",-51.79399,57.37683,100,"Chlorophyll A","Chl_a",0.04
"CLS","96006","S37/1","96006122","161527",1996,5,22,1996-05-22,"Spring","650",-51.79399,57.37683,90,"Chlorophyll A","Chl_a",0.04
"CLS","96006","S37/1","96006122","161528",1996,5,22,1996-05-22,"Spring","650",-51.79399,57.37683,80,"Chlorophyll A","Chl_a",0.06
"CLS","96006","S37/1","96006122","161529",1996,5,22,1996-05-22,"Spring","650",-51.79399,57.37683,70,"Chlorophyll A","Chl_a",0.05
"CLS","96006","S37/1","96006122","161530",1996,5,22,1996-05-22,"Spring","650",-51.79399,57.37683,60,"Chlorophyll A","Chl_a",0.21
"CLS","96006","S37/1","96006122","161531",1996,5,22,1996-05-22,"Spring","650",-51.79399,57.37683,50,"Chlorophyll A","Chl_a",1.45
"CLS","96006","S37/1","96006122","161533",1996,5,22,1996-05-22,"Spring","650",-51.79399,57.37683,30,"Chlorophyll A","Chl_a",1.74
"CLS","96006","S37/1","96006122","161536",1996,5,22,1996-05-22,"Spring","650",-51.79399,57.37683,1,"Chlorophyll A","Chl_a",1.72
"CLS","96006","S38/3","96006130","161540",1996,5,22,1996-05-22,"Spring","1525",-51.34066,57.79216,100,"Chlorophyll A","Chl_a",0.11
"CLS","96006","S38/3","96006130","161541",1996,5,22,1996-05-22,"Spring","1525",-51.34066,57.79216,90,"Chlorophyll A","Chl_a",0.2
"CLS","96006","S38/3","96006130","161542",1996,5,22,1996-05-22,"Spring","1525",-51.34066,57.79216,80,"Chlorophyll A","Chl_a",0.26
"CLS","96006","S38/3","96006130","161543",1996,5,22,1996-05-22,"Spring","1525",-51.34066,57.79216,70,"Chlorophyll A","Chl_a",0.47
"CLS","96006","S38/3","96006130","161544",1996,5,22,1996-05-22,"Spring","1525",-51.34066,57.79216,60,"Chlorophyll A","Chl_a",0.76
"CLS","96006","S38/3","96006130","161545",1996,5,22,1996-05-22,"Spring","1525",-51.34066,57.79216,50,"Chlorophyll A","Chl_a",0.94
"CLS","96006","S38/3","96006130","161546",1996,5,22,1996-05-22,"Spring","1525",-51.34066,57.79216,40,"Chlorophyll A","Chl_a",1.26
"CLS","96006","S38/3","96006130","161547",1996,5,22,1996-05-22,"Spring","1525",-51.34066,57.79216,30,"Chlorophyll A","Chl_a",1.72
"CLS","96006","S38/3","96006130","161548",1996,5,22,1996-05-22,"Spring","1525",-51.34066,57.79216,20,"Chlorophyll A","Chl_a",1.65
"CLS","96006","S38/3","96006130","161550",1996,5,22,1996-05-22,"Spring","1525",-51.34066,57.79216,1,"Chlorophyll A","Chl_a",1.6
"CLS","96006","S50/2","96006162","161580",1996,5,25,1996-05-25,"Spring","939",-49.95,59.05983,100,"Chlorophyll A","Chl_a",0.64
"CLS","96006","S50/2","96006162","161581",1996,5,25,1996-05-25,"Spring","939",-49.95,59.05983,90,"Chlorophyll A","Chl_a",0.45
"CLS","96006","S50/2","96006162","161582",1996,5,25,1996-05-25,"Spring","939",-49.95,59.05983,80,"Chlorophyll A","Chl_a",0.21
"CLS","96006","S50/2","96006162","161583",1996,5,25,1996-05-25,"Spring","939",-49.95,59.05983,70,"Chlorophyll A","Chl_a",0.16
"CLS","96006","S50/2","96006162","161584",1996,5,25,1996-05-25,"Spring","939",-49.95,59.05983,60,"Chlorophyll A","Chl_a",1.73
"CLS","96006","S50/2","96006162","161586",1996,5,25,1996-05-25,"Spring","939",-49.95,59.05983,40,"Chlorophyll A","Chl_a",1.05
"CLS","96006","S50/2","96006162","161588",1996,5,25,1996-05-25,"Spring","939",-49.95,59.05983,20,"Chlorophyll A","Chl_a",1.1
"CLS","96006","S50/2","96006162","161590",1996,5,25,1996-05-25,"Spring","939",-49.95,59.05983,1,"Chlorophyll A","Chl_a",1.48
"CLS","96006","S51/4","96006168","161594",1996,5,25,1996-05-25,"Spring","1605",-50.41483,58.63333,100,"Chlorophyll A","Chl_a",1.65
"CLS","96006","S51/4","96006168","161595",1996,5,25,1996-05-25,"Spring","1605",-50.41483,58.63333,90,"Chlorophyll A","Chl_a",0.2
"CLS","96006","S51/4","96006168","161596",1996,5,25,1996-05-25,"Spring","1605",-50.41483,58.63333,80,"Chlorophyll A","Chl_a",0.24
"CLS","96006","S51/4","96006168","161597",1996,5,25,1996-05-25,"Spring","1605",-50.41483,58.63333,70,"Chlorophyll A","Chl_a",0.33
"CLS","96006","S51/4","96006168","161598",1996,5,25,1996-05-25,"Spring","1605",-50.41483,58.63333,60,"Chlorophyll A","Chl_a",0.43
"CLS","96006","S51/4","96006168","161599",1996,5,25,1996-05-25,"Spring","1605",-50.41483,58.63333,50,"Chlorophyll A","Chl_a",0.65
"CLS","96006","S51/4","96006168","161601",1996,5,25,1996-05-25,"Spring","1605",-50.41483,58.63333,30,"Chlorophyll A","Chl_a",1.13
"CLS","96006","S51/4","96006168","161602",1996,5,25,1996-05-25,"Spring","1605",-50.41483,58.63333,20,"Chlorophyll A","Chl_a",0.96
"CLS","96006","S51/4","96006168","161603",1996,5,25,1996-05-25,"Spring","1605",-50.41483,58.63333,10,"Chlorophyll A","Chl_a",0.98
"CLS","96006","S51/4","96006168","161604",1996,5,25,1996-05-25,"Spring","1605",-50.41483,58.63333,1,"Chlorophyll A","Chl_a",1.35
"CLS","96026","19_4","96026032","172625",1996,10,23,1996-10-23,"Fall","138",-53.39783,55.844,100,"Chlorophyll A","Chl_a",0.003
"CLS","96026","19_4","96026032","172626",1996,10,23,1996-10-23,"Fall","138",-53.39783,55.844,90,"Chlorophyll A","Chl_a",0.005
